"","random_sample1","random_sample2","random_sample3","random_sample4","random_sample5","random_sample6","random_sample7","random_sample8","random_sample9","random_sample10"
"BTBD18",0,16,23,5,0,0,6,0,0,1
"TMX2",5078,3405,4621,5059,3307,5167,3883,6299,3715,3510
"OR6Q1",0,1,1,1,0,0,0,0,0,0
"OR9I1",0,0,0,0,0,0,0,0,0,0
"OR10W1",0,0,1,0,0,0,0,0,0,0
"OR9Q2",0,0,0,0,0,0,0,0,0,0
"OR10Q1",0,0,0,0,0,0,0,0,0,0
"OR1S2",0,0,0,0,0,0,0,0,0,0
"OR1S1",0,0,0,0,0,0,0,0,0,0
"OR5B2",0,0,0,0,0,0,0,0,0,0
"OR5B17",0,0,1,0,0,0,0,0,0,0
"OR5B3",0,0,0,0,0,0,0,0,0,0
"OR5B21",0,0,0,0,0,0,0,0,0,0
"OR5B12",0,0,0,0,0,0,0,0,0,0
"CNTF",0,0,0,0,0,0,0,0,0,1
"ZFP91",1338,1436,1819,827,665,627,1228,1254,1632,2029
"ZFP91-CNTF",0,0,0,0,0,0,0,0,0,0
"GLYAT",0,0,0,0,0,0,0,0,0,0
"GLYATL2",3,2,27,5,77,78,0,0,100,15
"FAM111B",0,0,0,0,0,0,89,0,8,0
"FAM111A",161,531,744,301,1036,553,323,119,271,682
"MPEG1",0,24,0,0,0,0,0,0,0,0
"DTX4",453,560,664,614,924,192,370,282,411,465
"LOC101927204",254,498,69,100,211,214,175,8,467,372
"OR4D6",0,0,0,0,0,0,0,0,0,0
"OR5AN1",0,0,0,0,0,0,0,0,0,0
"OR5A1",0,0,0,0,0,0,0,0,0,0
"OR5A2",0,0,0,0,0,0,0,0,0,0
"MIR3162",0,0,0,0,0,0,0,0,0,0
"OR4D9",0,0,0,0,0,0,0,0,0,0
"OR4D11",0,0,0,0,0,0,0,0,0,0
"OR4D10",0,0,0,0,0,0,0,0,0,0
"PATL1",2311,598,1618,2573,815,2845,2384,2660,1768,804
"OR10V1",0,0,0,0,0,0,0,0,0,1
"TCN1",87,22770,207,1569,4216,1882,6767,12,80,6391
"MRPL16",3013,3255,3374,2351,2290,4052,2501,3272,2916,4068
"GIF",0,33,0,23,17,24,24,16,0,23
"OR10V2P",0,0,0,0,0,0,0,0,0,0
"STX3",5209,3169,4940,4659,5920,5575,3212,5217,4600,4945
"MS4A2",924,1698,49,3951,1016,92,443,1855,1201,2002
"OOSP2",0,0,0,0,0,0,0,0,0,0
"MS4A3",0,0,0,0,0,0,0,0,0,0
"MS4A6A",0,0,0,0,0,0,0,0,0,0
"MS4A6E",0,0,0,0,0,0,0,0,0,0
"MS4A4A",7542,838,1676,9218,838,9218,8380,9218,4190,838
"MIR6503",0,0,0,0,0,0,0,0,0,0
"MS4A14",0,0,0,0,0,0,0,0,0,0
"MS4A1",0,0,0,0,0,0,0,0,0,0
"MS4A5",0,0,0,0,0,0,0,0,0,0
"MS4A12",0,0,0,0,0,0,0,0,0,0
"MS4A15",0,2,0,0,0,0,1,0,0,0
"MS4A8",2420,3803,3805,2523,2513,2985,4276,3042,2046,2121
"PRPF19",707,574,796,634,877,539,586,972,895,1056
"CCDC86",1733,1952,1933,2976,1625,1967,1586,1914,2641,3883
"ZP1",402,191,320,104,183,397,428,830,1394,1280
"PTGDR2",795,237,169,136,863,412,656,582,640,625
"SLC15A3",1335,144,427,1667,288,1625,1455,1600,767,245
"TMEM132A",590,544,1520,1196,1181,978,942,363,1476,949
"CD6",9,466,70,19,91,72,0,0,57,1
"VPS37C",453,477,663,560,812,690,554,440,771,619
"CD5",0,294,3,73,72,251,2,285,5,24
"PGA4",0,0,0,0,0,0,0,0,0,0
"VWCE",0,40,50,36,64,82,32,16,176,32
"PGA5",0,0,1,0,0,0,1,0,0,0
"PGA3",0,0,0,0,0,0,0,0,0,0
"DAK",1471,1553,1098,1458,1163,1475,1981,948,1856,1254
"CPSF7",1110,641,1300,976,837,1144,2024,1137,1475,1244
"CYB561A3",7715,3324,3270,9269,3409,10196,9660,11420,4856,5638
"TMEM216",1150,1392,1199,805,1100,1319,1074,984,1479,1583
"TMEM138",9622,2862,4130,10436,3651,10386,9937,11303,5966,4110
"LRRC10B",31,107,648,32,301,149,157,25,157,120
"PPP1R32",31,37,22,33,52,35,55,89,52,59
"MIR4488",0,0,0,0,0,0,0,0,0,0
"RPLP0P2",775,1031,1326,251,643,346,1027,596,1237,552
"LOC101927495",2,6,32,0,3,1,2,4,44,0
"MIR1908",0,0,0,0,0,0,0,1,0,0
"MYRF",1726,3952,3150,2501,2404,1764,2692,1509,2126,2775
"FEN1",607,945,747,536,259,929,569,469,863,1128
"FADS1",9353,5539,5163,7302,4309,11274,6604,9456,5858,7167
"TMEM258",11844,14709,13248,12407,11853,14230,10746,10534,13793,12475
"MIR611",128,151,149,140,141,169,137,108,132,168
"DKFZP434K028",7,5,0,22,76,0,8,8,4,12
"RAB3IL1",196,118,324,65,176,144,357,112,95,69
"BEST1",25,26,279,42,54,11,45,35,61,14
"FADS3",865,607,1812,891,535,1010,1611,969,825,423
"MIR6746",0,2,0,0,0,0,2,0,0,0
"SCGB1D1",0,0,0,0,0,0,0,0,0,0
"SCGB2A1",7038,2881,7291,1407,3515,4653,3850,4990,3433,5871
"INCENP",95,31,70,63,69,49,59,40,153,105
"SCGB1D2",0,0,0,1,1,0,0,63,31,24
"SCGB2A2",0,0,0,0,0,0,0,0,0,0
"SCGB1D4",0,0,0,0,0,0,0,0,0,0
"SCGB1A1",0,41,0,0,82,82,41,205,0,205
"B3GAT3",2587,2342,2514,1442,1713,1926,2804,1311,3031,2317
"MTA2",2182,1665,1644,2773,1416,2409,2291,2396,2094,1760
"TUT1",498,1087,1260,719,649,1342,672,343,390,1242
"EEF1G",7873,10431,9176,8072,7544,9719,7770,6891,9125,10808
"MIR3654",0,0,0,0,0,0,0,0,0,0
"ROM1",17,109,131,63,136,198,26,35,42,114
"EML3",620,648,767,463,1074,440,739,541,768,1237
"MIR6747",0,0,0,0,0,1,0,0,0,0
"C11orf83",1605,1344,1443,966,1280,1288,1439,931,1676,2068
"LOC102288414",250,251,265,266,300,497,235,319,331,294
"BSCL2",84,122.333333333333,143,99,63,144.666666666667,140,72.3333333333333,88.3333333333333,104.333333333333
"GANAB",5642,5156,5622,5942,4265,5387,6245,4751,5706,6793
"HNRNPUL2-BSCL2",0,0,0,0,0,0,0,0,0,0
"INTS5",900,1022,751,669,707,974,848,1436,1357,2290
"UBXN1",6656,4581,4609,6747,5170,8807,6328,5146,7356,8262
"C11orf48",17,32,153,95,99,180,52,10,22,68
"HNRNPUL2",428,313,395,125,341,432,139,406,406,291
"GNG3",4,4,15,8,3,13,17,4,6,2
"TTC9C",1194,1595,1629,1393,2602,1383,1056,3517,1030,2715
"SNORA57",172,49,99,16,21,59,22,32,50,19
"METTL12",162,279,200,311,273,203,137,197,219,743
"LRRN4CL",60,0,61,1,0,121,61,0,0,0
"NXF1",1700,3734,3704,2987,3692,4107,2890,3644,3192,6741
"POLR2G",7696,9069,8412,11383,7543,10350,5878,9713,8187,11297
"SNORD27",3,2,8,7,0,7,6,0,3,5
"SNORD28",1,0,0,0,0,1,3,1,1,4
"SNORD30",1,1,3,0,0,0,1,1,0,0
"SNORD31",10,8,10,13,12,0,17,6,5,22
"SNORD29",2,0,6,6,9,0,1,4,3,12
"TMEM179B",5531,9618,7971,6617,7750,9204,6505,5391,8669,8618
"TAF6L",891,438,786,402,268,329,431,263,523,524
"WDR74",2311,2336,2284,2229,2963,3303,1264,2084,2311,2018
"SNORD25",0,0,1,6,0,1,1,8,9,8
"SNORD26",0,6,20,7,8,5,9,7,10,16
"STX5",820,773,937,811,592,554,908,499,966,965
"SNORD22",2,1,4,10,0,3,6,1,8,5
"TMEM223",2277,1770,2372,3823,1571,1862,1082,1916,2195,3243
"SNHG1",260,337,619,346,432,469,347,702,717,791
"MIR6514",0,0,0,0,0,0,1,0,1,4
"MIR6748",37,48,28,27,45,46,23,21,24,29
"SLC22A8",0,0,0,1,0,1,0,0,0,0
"SLC22A6",0,0,0,0,0,0,0,0,0,0
"CHRM1",60,30,30,0,0,30,0,30,30,30
"SLC22A24",0,0,0,0,0,0,0,0,0,0
"SLC22A25",0,0,0,0,0,0,0,0,0,0
"SLC22A10",0,0,0,0,0,0,0,0,0,0
"LGALS12",310,620,0,2481,310,0,0,930,620,930
"HRASLS5",0,6,46,38,0,6,49,6,8,32
"PLA2G16",4418,4804,5749,3183,3930,5174,2971,3584,4922,5552
"HRASLS2",0,0,0,11,11,0,0,0,2,0
"RTN3",12977,11338,9498,11516,8665,14173,10679,11706,10260,9911
"C11orf95",669,831,1171,966,665,470,939,1300,635,487
"MARK2",555,778,979,1005,1066,965,972,666,1347,1470
"C11orf84",54,48,167,118,208,42,105,56,63,308
"RCOR2",0,4,5,2,5,18,12,4,15,0
"NAA40",373,691,1061,731,620,916,409,499,749,1129
"OTUB1",10974,8464,10697,11113,8856,11504,9753,10879,9501,10191
"COX8A",24787,21967,22302,21590,20186,24078,25131,22981,26118,26326
"FLRT1",76,116,557,50,173,338,131,27,261,177
"FKBP2",15226,13832,10899,9535,9586,16004,13874,12506,13608,13231
"TRPT1",1091,1926,2398,1464,1705,1075,1746,642,1932,2053
"GPR137",345,743,1010,975,855,220,542,275,715,682
"PPP1R14B",525,458,784,729,637,500,644,375,922,721
"ESRRA",804,938,1221,1345,1459,1592,1499,2537,1179,2506
"NUDT22",1638,1997,2740,1860,2183,2417,1847,949,1676,2295
"VEGFB",1856,3031,2872,1012,1890,2060,2570,1188,2623,1697
"BAD",3153,4264,3912,3267,3033,4840,2442,1899,4791,4961
"PLCB3",57,77,181,94,128,128,107,80,115,161
"DNAJC4",1850,1748,1607,1087,1557,1622,1956,1270,2031,1832
"PRDX5",32780,29192,27330,23680,24420,31679,27195,23516,27254,25826
"FERMT3",1164,1591,296,1723,1156,172,944,989,883,1335
"TRMT112",8135,8223,7620,8212,7285,8101,7116,9616,7729,7955
"KCNK4",4,4,31,0,0,0,0,0,4,4
"TEX40",705,78,156,862,79,858,780,859,390,142
"RPS6KA4",93,110,81,77,67,51,27,42,47,133
"CCDC88B",12,200,324,168,186,173,143,134,167,179
"MIR1237",0,0,0,0,0,0,0,1,1,1
"LOC100996455",0,0,4,3,17,0,0,0,2,3
"MIR7155",0,0,0,0,0,0,0,0,0,0
"SLC22A11",0,0,0,0,0,0,0,0,0,0
"SLC22A12",2,0,0,0,0,0,0,0,0,0
"SF1",5126,3035,5616,6378,3855,7007,6668,5556,4660,4837
"MEN1",938,576,666,642,696,693,968,796,792,805
"PYGM",0,3,0,0,0,3,1,4,1,1
"RASGRP2",9,12,21,3,9,0,18,3,18,3
"CDC42BPG",70,109,263,153,222,175,299,141,288,364
"MAP4K2",252,127,695,107,601,715,372,616,228,609
"MIR192",1,16,17,3,7,1,12,0,39,20
"PPP2R5B",376,889,960,465,548,313,646,231,666,1244
"EHD1",833,1312,1893,994,717,562,773,1721,1239,1215
"ATG2A",825,852,1106,584,1579,1367,1139,785,647,523
"MIR194-2",0,1,10,0,0,0,0,0,10,1
"GPHA2",0,1,1,30,2,88,76,0,91,63
"C11orf85",4,4,4,0,8,8,5,28,17,4
"MIR6750",0,0,0,0,0,0,0,0,0,0
"MIR6749",0,0,0,0,0,0,0,0,0,0
"SNX15",0,0,0,0,0,0,0,0,0,0
"VPS51",4167,3250,4717,3749,3301,3880,4471,2209,4364,5551
"ARL2",7506,6511,6261,6804,6761,6039,6059,7854,6130,8983
"TMEM262",0,0,0,0,0,0,0,0,0,0
"NAALADL1",676,90,177,47,213,136,189,367,93,269
"CDCA5",0,6,7,11,0,31,95,75,83,21
"BATF2",86,171,916,283,313,290,289,882,193,300
"ZFPL1",4170,2920,2702,4739,1944,5697,5359,4997,4390,2955
"SAC3D1",491,481,662,513,246,491,760,517,406,276
"ARL2-SNX15",0,0,0,0,0,0,0,0,0,0
"MIR6879",104,100,79,65,102,97,75,106,66,97
"CAPN1",3175,4859,6242,4865,4086,5449,4122,3794,6730,6780
"SYVN1",1600,2618,2127,2061,1622,2373,3597,1056,2940,3384
"ZNHIT2",623,743,387,965,909,1444,634,703,1223,1507
"FAU",10409,14709,14452,12612,11594,14532,12927,12601,15006,19759
"MRPL49",4053,4411,3819,3273,5786,3686,3388,4576,4057,3794
"SLC22A20",0,0,10,0,0,0,0,1,10,0
"MIR6751",0,1,0,0,0,0,0,0,0,0
"SPDYC",0,0,0,0,0,0,0,0,0,0
"POLA2",973,2096,268,5289,1078,580,245,2177,1736,2900
"TIGD3",7,10,75,18,18,0,17,59,0,26
"DPF2",3396,4069,2833,7087,3175,4085,2193,4170,4323,4412
"CDC42EP2",2159,614,1716,1904,2002,328,617,2316,1150,3310
"FRMD8",1314,2038,1894,2426,2134,672,627,1643,1079,2298
"NEAT1",9056,6785,9445,5807,7062,5619,7331,4444,10390,11075
"MIR612",6,11,2,5,0,0,3,0,11,22
"LTBP3",2268,1880,3330,1297,2415,1560,3224,1233,2364,3512
"EHBP1L1",162,76,291,211,187,254,108,294,250,226
"PCNXL3",787,564,1121,863,700,741,961,577,1181,1116
"KCNK7",0,0,2,0,0,0,0,0,0,0
"SSSCA1-AS1",39,22,85,44,20,37,87,24,90,164
"SSSCA1",1434,2030,1978,1209,1397,1768,1150,1017,2011,2446
"SCYL1",4212,2441,3894,4619,2128,5257,5415,4503,3679,2658
"FAM89B",1131,1638,2949,1843,1523,1317,2212,1124,1639,2937
"MIR4690",7,0,0,0,0,0,7,0,0,0
"MAP3K11",1692,1278,1825,1601,1248,1036,1468,1132,1070,2656
"RNASEH2C",4913,5207,5108,7886,6031,4932,4748,5732,4834,7547
"KAT5",770,1103,1521,1194,2134,956,696,790,1080,1368
"RELA",1149,2006,2501,1833,2051,1522,1399,1446,1289,2660
"SIPA1",608,883,845,739,1891,895,807,2224,508,3506
"MIR4489",0,0,0,0,0,0,0,1,0,0
"FIBP",3078,5208,5268,3700,5948,4765,3564,3823,4367,3726
"SNX32",0,5,57,2,0,11,44,0,35,65
"CFL1",56826,54656,49642,69328,47066,65951,48611,58835,58354,68896
"OVOL1",72,348,32,188,2,217,90,8,145,61
"CTSW",0,358,0,0,717,716,358,1790,0,1790
"AP5B1",196,800,899,592,224,791,350,483,714,870
"MUS81",1152,1251,1497,709,649,1376,794,387,779,1532
"OVOL1-AS1",4,0,0,0,0,0,2,0,14,2
"EFEMP2",1921,1677,1828,1153,2185,1820,1653,878,2541,2064
"CCDC85B",2267,1122,2706,4137,4134,1350,1405,2749,2117,5635
"EIF1AD",2680,1734,1333,2466,2899,2888,1663,2198,2354,2753
"C11orf68",1184,2236,967,4607,1504,653,908,1920,1671,3056
"TSGA10IP",0,0,0,0,0,0,0,0,0,0
"BANF1",2841,3197,2576,2841,3095,3902,3125,3828,3695,4103
"DRAP1",4823,3651,3897,4904,3797,5468,5403,6253,4918,5263
"CST6",174,53,4,56,53,370,53,212,0,54
"CATSPER1",527,940,28,968,526,0,333,498,470,582
"SART1",1213,994,1095,482,1351,786,829,617,1482,1006
"GAL3ST3",0,1,0,1,0,0,2,0,3,0
"SF3B2",8335,8252,8897,7788,7779,9245,10210,8441,8250,8535
"KLC2",763,2124,2143,1266,1379,1636,1635,838,1336,2915
"CNIH2",411,526,858,452,630,605,695,304,718,278
"YIF1A",12899,9695,7682,8098,8591,10686,12232,9966,10673,11958
"RAB1B",8450,8228,8247,8363,7900,7625,8836,6828,8102,9302
"BRMS1",3865,2659,3152,4375,4611,6495,3929,5142,4397,5093
"RIN1",845,1258,193,4086,1259,316,226,1989,1236,2155
"SLC29A2",593,2053,641,652,534,1055,374,234,985,817
"B3GNT1",2683,1947,1580,1254,1649,1904,1601,1765,1928,1236
"CD248",1027,910,1828,206,1249,737,2078,1050,1743,878
"PELI3",1112,691,1118,611,962,937,755,528,710,660
"DPP3",1601,2112,2113,2156,1291,1270,883,1100,1974,2822
"MRPL11",1264,2137,1696,1391,2491,1202,1467,1991,2705,2944
"BBS1",901,1376,1926,807,1530,748,956,878,1401,1344
"ZDHHC24",1510,1538,1499,1428,1606,720,1636,1143,1186,1911
"LOC101928069",40,76,123,91,52,166,39,104,136,134
"RBM14",1706,2048,1632,1400,1842,1066,1677,946,1300,1848
"RBM14-RBM4",0,0,0,0,0,0,0,0,0,0
"RBM4B",1071,1461,1946,1505,480,1345,437,774,523,820
"RBM4",1431,2093,2211,1286,2076,1688,1347,1699,1351,2484
"CCS",2918,2493,2567,3228,2319,3966,3761,3622,3597,2336
"CTSF",2500,1889,3013,1648,2631,2576,2681,2575,2697,2987
"CCDC87",0,0,4,13,13,21,0,0,0,0
"LRFN4",117,30,225,144,461,107,51,119,116,176
"RCE1",1332,1551,1741,1056,1361,1314,578,1544,1331,1849
"SYT12",0,108,1,8,0,221,7,0,10,0
"C11orf86",0,3,0,0,0,0,0,0,0,0
"RHOD",407,1155,1534,1361,358,853,560,338,1097,1809
"MIR6860",0,0,0,0,0,0,0,0,0,0
"SSH3",648,1187,1817,1013,1121,690,533,407,601,1442
"ADRBK1",487,526,992,606,821,944,914,293,685,1153
"ANKRD13D",550,1199,1053,534,537,533,927,313,684,509
"RAD9A",148,51,231,28,483,151,18,77,45,64
"POLD4",4034,4916,5036,4140,4007,3835,3095,2546,4016,4614
"CLCF1",43,208,274,368,107,560,50,15,94,223
"CABP4",4,124,170,80,130,139,4,26,92,204
"CARNS1",0,3,1,1,1,4,31,0,41,241
"CORO1B",2998,4678,5193,4301,4688,4839,4046,2830,6015,6546
"TBC1D10C",0,0,0,0,0,0,0,0,0,0
"TMEM134",3529,2628,2425,3997,2745,4902,3906,3022,2972,2894
"PPP1CA",13712,10522,9629,16376,9949,18821,14108,13365,13673,12202
"RPS6KB2",1247,773,1465,1107,1300,1470,1252,1182,1210,1696
"GPR152",34,24,30,0,0,14,1,11,34,24
"PTPRCAP",153,102,42,58,86,16,97,82,203,44
"CDK2AP2",3806,4400,3619,3310,2977,3589,2980,2420,4042,5049
"CABP2",0,0,0,0,0,0,0,0,0,0
"GSTP1",17243,32993,29896,32419,25170,33814,22940,16674,31351,37172
"PITPNM1",389,874,883,625,1031,892,1016,117,666,532
"AIP",6278,5813,5153,8460,5382,4820,4029,6999,5744,7906
"MIR6752",41,45,42,46,39,34,34,34,44,58
"ACY3",41,487,48,218,466,6,76,18,95,231
"NDUFV1",7457,8274,11600,9843,6019,9948,6996,7148,9157,8697
"TBX10",0,4,0,0,0,0,4,0,1,19
"ALDH3B2",2,11,18,12,2,0,1,3,2,2
"NUDT8",244,635,484,255,147,232,216,127,385,489
"DOC2GP",0,0,0,0,0,0,0,0,0,0
"FAM86C2P",9,110,47,24,26,37,53,19,14,152
"TCIRG1",3755,3728,3136,8582,1904,5012,4715,4483,4596,4484
"ALDH3B1",855,1432,495,1247,645,112,560,584,709,1184
"CHKA",1345,2668,1755,1008,1444,2210,1237,1247,2117,1673
"NDUFS8",9164,10614,13321,11462,9756,12839,8235,9201,13949,15590
"MIR4691",14,19,6,23,8,49,6,4,11,29
"MIR6753",12,10,5,17,2,16,15,11,11,7
"MIR7113",32,8,7,14,14,8,12,22,12,7
"SUV420H1",1304,1618,1852,709,1179,975,1464,595,1372,1800
"C11orf24",1603,3029,2824,1330,2093,2591,3769,1420,2548,2426
"MTL5",109,114,55,90,146,91,175,201,188,57
"GAL",46,2140,4301,4305,27,4304,10,16,16,24
"MRPL21",3130,3335,3746,2627,4787,4780,3983,5518,4811,5810
"LOC101928200",0,0,1,0,0,0,0,0,0,0
"MRGPRF",185,182,351,0,199,6,373,24,348,1
"MRGPRD",0,0,0,0,0,0,0,1,0,0
"TPCN2",465,285,536,439,278,353,471,186,221,769
"LOC338694",0,0,0,0,0,0,0,0,0,0
"MYEOV",748,0,4,376,374,0,0,1122,0,0
"LOC101928292",0,0,0,0,0,0,0,0,0,0
"FGF19",98,1149,0,220,859,874,575,1,294,310
"ORAOV1",150,497,520,286,281,93,173,294,168,624
"FGF4",0,0,0,0,0,0,0,0,0,0
"FGF3",0,0,0,0,0,0,0,0,0,0
"LOC101928443",0,0,0,0,0,0,0,0,0,0
"ANO1-AS2",10,10,10,0,0,0,0,0,10,10
"FADD",2106,1766,1580,1588,1555,1821,2018,1813,1581,2716
"MIR548K",0,0,0,0,0,0,0,0,0,0
"SHANK2-AS1",11,0,0,0,11,11,0,11,11,11
"SHANK2-AS3",0,0,65,2,2,0,0,0,0,62
"MIR3664",0,0,0,0,0,0,0,0,0,0
"DHCR7",3259,5630,5966,3521,3690,2439,3058,2187,4793,3955
"FLJ42102",0,0,0,0,0,0,0,0,0,0
"KRTAP5-8",0,0,0,1,0,10,0,0,0,0
"KRTAP5-9",0,0,9,0,0,1,0,187,0,0
"MIR6754",10,17,10,11,19,2,6,19,9,13
"KRTAP5-10",0,0,0,0,2,2,0,0,0,0
"KRTAP5-7",0,0,0,0,1,0,0,0,0,0
"KRTAP5-11",0,0,0,0,0,0,0,0,0,0
"FAM86C1",138,181,214,100,31,73,28,148,27,31
"ZNF705E",0,1,1,1,0,0,1,0,0,0
"ALG1L9P",1,0,7,0,2,0,41,0,1,0
"DEFB108B",0,0,0,0,0,0,0,0,0,0
"LOC100133315",108,161,60,64,104,150,29,82,36,15
"LOC100129216",0,0,0,0,0,6,0,0,0,0
"IL18BP",408,398,242,240,516,180,938,82,122,588
"LOC100128494",19,2,3,88,21,21,2,27,21,34
"NUMA1",3007,2200,3402,3455,3526,3651,3057,1907,2474,2812
"MIR3165",0,0,0,0,0,0,0,0,0,0
"LRTOMT",346,632,1225,179,672,149,168,477,225,234
"ANAPC15",677,662,457,412,457,408,634,709,566,553
"LAMTOR1",10168,9339,11420,9582,9672,12103,11208,10517,12528,12721
"PHOX2A",0,0,0,0,0,0,0,0,0,0
"FOLR3",0,0,2,2,2,0,0,0,0,0
"FOLR1",1,1081,533,100,54,125,216,27,15,672
"FOLR2",0,0,0,0,0,0,0,0,0,0
"INPPL1",614,629,1047,693,702,719,598,531,1117,829
"MIR139",0,0,0,0,0,0,0,0,0,0
"ARAP1",5256,3087,3375,5659,2266,5501,6696,5848,3741,2190
"MIR4692",0,0,0,0,0,0,0,0,0,0
"ATG16L2",971,213,602,307,462,224,425,621,819,775
"P2RY2",197,166,126,171,242,22,12,674,106,382
"RELT",71,115,677,176,301,363,139,488,165,409
"ARHGEF17",1488,439,2027,470,1427,1136,1221,859,1487,1197
"PLEKHB1",2518,4536,5336,3176,4238,5290,3082,1415,3525,3669
"PAAF1",1795,1379,1483,473,1262,1889,989,1637,969,1866
"COA4",3344,4151,3214,2080,3610,3993,3876,2383,4246,3180
"UCP3",0,0,14,0,0,13,2,0,1,0
"UCP2",11789,5783,4829,14138,5160,15072,13594,13754,7930,3991
"P4HA3",447,408,507,424,526,574,503,239,756,684
"LOC101928580",0,0,0,0,0,0,0,0,0,1
"KCNE3",1064,897,1633,1453,1154,1533,186,3890,1421,2537
"LIPT2",60,242,312,224,243,384,46,46,158,214
"CHRDL2",33,152,10,118,9,27,111,7,23,7
"MIR4696",0,0,0,0,0,0,0,0,0,0
"RNF169",165,209,417,195,263,175,203,434,189,92
"SPCS2",1487,1578,1420,1759,1462,1992,1532,1782,1458,1571
"OR2AT4",0,0,0,0,0,0,0,0,0,0
"TPBGL",109,14,26,42,85,36,105,108,23,10
"SLCO2B1",503,1037,0,1074,502,6,279,504,528,523
"MIR326",0,0,0,0,0,0,0,0,0,0
"SNORD15A",13,7,1,0,0,0,6,0,0,25
"RPS3",26951,32780,31794,26926,30050,27804,29451,24032,30647,35675
"SNORD15B",28,39,4,0,0,0,0,0,2,0
"KLHL35",20,177,224,55,24,92,21,64,130,35
"SERPINH1",9372,5813,9296,6089,9317,6556,6950,8817,9337,8052
"LOC283214",0,0,0,0,0,0,0,0,0,0
"MOGAT2",0,0,0,0,0,0,20,0,0,0
"WNT11",0,8,197,187,185,7,0,0,7,17
"PRKRIR",286,150,266,170,445,148,121,466,386,546
"LOC100506127",275,10,149,66,0,0,31,0,54,10
"C11orf30",308,267,766,296,323,461,528,350,747,1171
"LRRC32",3207,2656,4115,3737,5374,3485,2718,1967,4862,7134
"LOC101928837",33,4,22,0,0,0,0,11,22,37
"TSKU",2388,1442,1237,3187,851,2690,2979,2755,1640,1364
"B3GNT6",0,0,0,0,0,0,0,0,0,0
"MYO7A",403,210,459,344,193,441,168,545,352,230
"OMP",0,0,0,0,0,0,0,0,0,0
"AQP11",146,12,197,88,106,171,109,15,334,273
"AAMDC",1182,1394,2183,1705,1898,1715,988,1297,1959,1919
"NDUFC2",3386,3661,4223,2465,3231,4611,2834,3609,3387,3712
"NDUFC2-KCTD14",0,0,0,0,0,0,0,0,0,0
"KCTD14",9,13,4.5,7.5,0.5,4.5,9.5,3.5,7.5,28
"ALG8",2750,3143,2062,2792,2106,2738,1351,4796,3315,4127
"THRSP",3,15,1,0,7,221,3,2,13,3
"USP35",53,130,178,177,195,102,118,27,215,55
"KCTD21",623,695,399,436,183,201,891,1311,574,710
"LOC101928865",0,0,4,0,1,0,0,1,19,0
"MIR708",0,0,0,0,0,0,0,0,0,0
"MIR5579",0,0,0,0,0,0,0,0,0,0
"LOC101928944",0,0,0,0,0,0,0,0,0,0
"MIR4300",0,0,0,0,0,0,0,0,0,0
"DDIAS",0,0,1,4,0,4,3,0,1,0
"SNORA70E",0,0,0,0,0,0,0,0,0,0
"RAB30-AS1",606,503,861,382,800,626,594,638,823,787
"ANKRD42",414,881,459,306,55,21,326,96,1059,286
"PCF11",1593,2186,1752,1536,2503,1573,2294,1147,2309,2064
"CCDC90B",2824,5116,2777,2126,2878,2173,1848,2626,2524,2524
"CCDC89",0,96,21,139,6,121,7,0,14,0
"CREBZF",2273,1533,2085,1091,1933,1790,1012,1633,1542,2955
"TMEM126B",5597,4806,4633,4648,5066,5534,3845,6212,6128,3794
"TMEM126A",827,793,941,612,952,1059,579,1271,969,1168
"C11orf73",2389,1674,2506,2203,3297,3468,1741,2533,3919,3417
"MIR6755",0,0,0,0,0,0,0,0,0,0
"OR7E2P",0,0,0,0,0,0,0,0,0,0
"FZD4",1054,740,610,1183,443,1705,151,1264,1762,1330
"LOC100506368",18,16,22,2,0,34,17,0,11,18
"RAB38",0,579,183,169,197,12,177,1,552,171
"CTSC",4585,6047,6329,5913,3184,4414,4062,5430,5258,5538
"GRM5-AS1",0,0,0,0,0,0,0,0,0,0
"FOLH1B",2,0,3,4,7,0,0,3,0,15
"TRIM77",0,0,0,0,0,0,0,0,0,0
"TRIM64B",0,0,0,0,0,0,0,0,0,0
"TRIM49",0,0,0,0,0,0,0,0,0,0
"TRIM49D1",0,0,0,0,0,0,0,0,0,0
"TRIM53AP",0,0,0,0,0,0,0,0,0,0
"TRIM64",0,0,0,0,0,0,0,0,0,0
"TRIM49C",0,0,0,0,0,0,0,0,0,0
"UBTFL1",0,0,0,0,0,0,0,0,0,0
"CHORDC1",1498,1125,1260,1368,1331,916,726,1536,948,911
"MIR4490",0,0,0,0,0,0,0,0,0,0
"MTNR1B",0,0,1,19,6,1,2,0,0,0
"CCDC67",364,5,143,12,302,80,99,14,1,31
"SMCO4",1982,2739,2886,1428,1406,2352,2448,1576,2292,2415
"SNORA40",3,1,3,6,24,33,3,3,5,29
"SNORD5",0,3,0,0,0,0,5,2,1,0
"SNORA32",38,45,33,30,2,48,31,41,46,28
"C11orf54",3330,1758,2537,3674,2596,4766,2574,3277,1819,2280
"SNORA18",0,44,0,6,2,15,16,11,7,9
"SNORD6",10,21,10,5,1,6,15,5,21,5
"MED17",1841,1583,1306,4280,1585,2016,587,2949,1521,2138
"SNORA1",26,91,38,26,0,12,33,12,90,12
"SNORA25",145,140,172,59,10,105,68,99,212,134
"VSTM5",39,78,104,65,26,39,157,39,43,39
